#group	K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36
hydrocarbon_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0.003961965135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004553415061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002030869212	0	0	0.001051840721	0	0.003003003003	0.001775625504	0.003193277311	0.002138710663	0.00254499182	0.003270009343	0.002805611222	0.001969279244	0.003514166484	0.001646903821	0.00405542413	0.004862508384	0.002305918524	0	0.006608268019	0.006397306397	0.001726867175	0.001020408163	0.002079002079	0.00380952381	0.001297016861	0.003640968814	0	0.009889753567	0.006542235905	0.00566572238	0.002205071665	0.008063102542	0.005492676431	0	0.002590673575	0.005689424364	0.002660517914	0.005360134003
dark_iron_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iron_respiration	0.00345247766	0.005786779435	0.003997819371	0.002836879433	0.001810938066	0.001229364243	0.003269859588	0.003687485596	0.003386960203	0	0.003367633302	0.003320053121	0	0	0.004163605192	0	0.002875629044	0.002708333333	0.006101048618	0.002632733655	0.004361684281	0.00401459854	0.01156716418	0	0.007515372353	0.009718172983	0	0.005031024652	0.004262993933	0.006866110839	0.006568897036	0.005743125653	0.004730563554	0.003343892995	0.002335609055	0.002815768302	0.006063432836	0	0.00505334082	0.004448535051	0.004213752155	0	0	0	0	0.009038762385	0.002955847035	0.003365384615	0.002161100196	0.005278592375	0.002389705882	0.00507717303	0.001818595135	0.007165890362	0.006761833208	0.00266920877	0.002649708532	0.002744148507	0.001680672269	0.003819126184	0.00309034721	0.004515727188	0.001803607214	0	0.001537447837	0	0	0.0008383635144	0	0.007829977629	0.001844167819	0.001178451178	0.002590300763	0.003498542274	0.005643005643	0.002857142857	0.005332180429	0.002849453855	0.003944402705	0.00275616083	0.004425630171	0	0.003307607497	0	0.0009986684421	0.0007479431563	0.00219210841	0.004518072289	0.004611564385	0.005192629816
nitrate_respiration	0	0	0.004179538434	0.005043341214	0	0.00158061117	0	0	0	0.003431570448	0.01328344247	0.00879814077	0	0	0	0	0	0	0.0007626310772	0.008483252889	0.02080187888	0.02354014599	0.002985074627	0	0.01002049647	0	0	0.001509307396	0.01442859485	0	0.01283226398	0.009223807866	0.0129576306	0	0.00646784046	0	0.007929104478	0.00505220613	0	0.01779414021	0.01015131201	0.009698465879	0.01345668629	0.008529458221	0.009385894342	0	0.00591169407	0	0.002161100196	0.002541544477	0.003308823529	0	0.002500568311	0.004299534217	0.01367392938	0.004385128694	0.008479067303	0.01033091203	0.009243697479	0.007943782463	0.01217960371	0.008097165992	0.009619238477	0.0153603781	0.005271249725	0.01498682477	0.007265968233	0.01089872569	0.004996156802	0.00755033557	0.004303058245	0	0.01597352137	0.01151603499	0.009652509653	0.00619047619	0.004179276553	0.006490422669	0.004695717506	0.005188067445	0.005964979796	0.00899850025	0.003087100331	0.01577563541	0.008322237017	0.003739715782	0.005978477481	0.007362784471	0.005853139411	0.003852596315
nitrate_reduction	0.02640129976	0.01268640107	0.02326003998	0.01591804571	0.02155016298	0.01475237092	0.01654164262	0.03549204886	0.01253175275	0.01392813888	0.02245088868	0.02025232404	0.01928156366	0.01663262329	0.007592456527	0.02364574377	0.02084831057	0.01541666667	0.01696854147	0.02384086588	0.03338366046	0.04051094891	0.01996268657	0.02227903579	0.02322933273	0.0221574344	0.03957968476	0.01677008217	0.03131660928	0.01732875593	0.02505346777	0.02227636617	0.03187988482	0.02147131292	0.02353575278	0.02594529364	0.05052860697	0.04429100707	0.04098820887	0.05200184077	0.05113962842	0.04796332217	0.05164003364	0.05860053704	0.05832662912	0.006952894142	0.009421762424	0.01298076923	0.0163064833	0.01173020528	0.01378676471	0.03005686434	0.03250738804	0.02866356145	0.02554470323	0.02402287893	0.02225755167	0.02243744956	0.03075630252	0.02398411244	0.02472277768	0.02180006229	0.01823647295	0.01851122489	0.01449593675	0.02042160738	0.008786752281	0.01106639839	0.006725595696	0.01006711409	0.006915629322	0	0.02993236437	0.02696793003	0.01559251559	0.01555555556	0.01181726474	0.01329745132	0.01202103681	0.01086251621	0.01289205311	0.01133144476	0.00815876516	0.01630148992	0.01065246338	0.005048616305	0.009764846552	0.009036144578	0.007981553742	0.006197654941
nitrogen_respiration	0	0	0.004179538434	0.005043341214	0	0.00158061117	0	0	0	0.003431570448	0.01328344247	0.00879814077	0	0	0	0	0	0	0.0007626310772	0.008483252889	0.02080187888	0.02354014599	0.002985074627	0	0.01002049647	0	0	0.001509307396	0.01442859485	0	0.01283226398	0.009223807866	0.0129576306	0	0.00646784046	0	0.007929104478	0.00505220613	0	0.01779414021	0.01015131201	0.009698465879	0.01345668629	0.008529458221	0.009385894342	0	0.00591169407	0	0.002161100196	0.002541544477	0.003308823529	0	0.002500568311	0.004299534217	0.01367392938	0.004385128694	0.008479067303	0.01033091203	0.009243697479	0.007943782463	0.01217960371	0.008097165992	0.009619238477	0.0153603781	0.005271249725	0.01498682477	0.007265968233	0.01089872569	0.004996156802	0.00755033557	0.004303058245	0	0.01597352137	0.01151603499	0.009652509653	0.00619047619	0.004179276553	0.006490422669	0.004695717506	0.005188067445	0.005964979796	0.00899850025	0.003087100331	0.01577563541	0.008322237017	0.003739715782	0.005978477481	0.007362784471	0.005853139411	0.003852596315
fumarate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular_parasites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001342056702	0	0	0	0.0006832156684	0	0	0	0	0	0	0	0	0	0.00071864894	0.0004022526146	0	0	0	0	0	0	0	0	0	0	0	0	0.0003929273084	0	0.0001838235294	0	0.0002273243919	0	0	0	0	0	0	0	0	0	0	0	0.0004392708105	0	0	0.0001676727029	0	0	0.0003073613032	0.0005050505051	0.0001439055979	0	0	0	0	0	0	0.0001621271077	0	0	0	0.005433829974	0.0001664447403	0	0	0.001506024096	0	0
chlorate_reducers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	0.04569455727	0.02848876029	0.03743412684	0.01449960599	0.02155016298	0.02423603793	0.01981150221	0.04609356995	0.01795088908	0.0149374243	0.02544434051	0.01975431607	0.0116217644	0.02509483513	0.01640950282	0.02364574377	0.02803738318	0.01583333333	0.02955195424	0.03554190434	0.04445562825	0.04854014599	0.03563432836	0.04839298758	0.02527897973	0.04178814383	0.05113835377	0.01895019286	0.009673717003	0.02795487984	0.01298502903	0.0261051166	0.02344714109	0.03572685674	0.01724757456	0.02011263073	0.02938432836	0.02947120243	0.04061388733	0.02300966406	0.02432484198	0.02063128196	0.006391925988	0.02179750434	0.02131938858	0.008691117678	0.01219286902	0.01322115385	0.01296660118	0.01603128055	0.01268382353	0.02274573517	0.02477835872	0.01845216768	0.01157024793	0.01277407054	0.01536830949	0.01226795803	0.01478991597	0.01787351054	0.008180330849	0.01308003737	0.01803607214	0	0.003514166484	0.002635046113	0.003717472119	0.007377598927	0.001729438893	0.001398210291	0.008452435838	0.007575757576	0.01036120305	0.00889212828	0.006682506683	0.00746031746	0.007493875198	0.01108120943	0.006010518407	0.01183527886	0.01135270348	0.006498916847	0.002205071665	0.006310254163	0.00466045273	0.003739715782	0.007772020725	0.00702811245	0.004079460802	0.00770519263
chloroplasts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nonphotosynthetic_cyanobacteria	0	0.0002225684398	0	0	0	0	0	0	0	0.0004037141704	0	0	0	0	0	0.001074806535	0.001437814522	0	0	0	0.0008387854387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000505220613	0	0.000766988802	0.001149205133	0	0.001009251472	0	0	0.001738223536	0.0007389617587	0.004567307692	0.001571709234	0.002346041056	0.002389705882	0.0006092607636	0	0	0.002103681443	0.001525262154	0.003003003003	0.001291364003	0.001008403361	0	0.00199963643	0.003114294612	0.001402805611	0.001378495471	0.002415989458	0.002140974967	0.002534640081	0.003856472166	0	0.001118568233	0.004149377593	0.004208754209	0.0008634335876	0.0004373177843	0.0007425007425	0.001587301587	0.001441129846	0.003640968814	0	0.005350194553	0.002693861843	0.00616563906	0	0.006310254163	0.003162450067	0.0001869857891	0.004184934237	0.003012048193	0.0007094714438	0.007370184255
photosynthetic_cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0.000528262018	0	0	0	0	0.0004166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001088308458	0.000842034355	0.0003743215422	0	0	0	0.0001682085786	0	0.001474926254	0	0.000554221319	0	0	0	0	0	0	0.003045503404	0	0	0	0	0	0	0	0.0003114294612	0	0	0	0	0.0001689760054	0	0	0	0	0	0	0	0	0.0001587301587	0.001008790892	0	0	0.000486381323	0.0001924187031	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_H2_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	0	0	0.004179538434	0.005043341214	0	0	0	0	0	0.003431570448	0.01328344247	0.00879814077	0	0	0	0	0	0	0	0.008483252889	0.02080187888	0.02354014599	0.002985074627	0	0.01002049647	0	0	0	0.01442859485	0	0.01283226398	0.009223807866	0.0129576306	0	0.00646784046	0	0.007929104478	0.00505220613	0	0.01579996932	0.01015131201	0.009698465879	0.01345668629	0.008529458221	0.009385894342	0	0.00591169407	0	0.002161100196	0.001955034213	0.003308823529	0	0.002500568311	0.003403797922	0.01367392938	0.004385128694	0.0054760643	0.01033091203	0.008067226891	0.007943782463	0.01217960371	0.007162877608	0.009619238477	0.01378495471	0.004173072699	0.01350461133	0.007265968233	0.006539235412	0.004035357417	0.00755033557	0.001383125864	0	0.01482227659	0.01151603499	0.008167508168	0.003968253968	0.003314598645	0.005223998734	0.004695717506	0.003566796368	0.005964979796	0.006498916847	0.003087100331	0.006836108677	0.005326231691	0.003739715782	0.003786369071	0.005856760375	0.005853139411	0.002345058626
anoxygenic_photoautotrophy_Fe_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	0	0	0.004179538434	0.005043341214	0	0	0	0	0	0.003431570448	0.01328344247	0.00879814077	0	0	0	0	0	0	0	0.008483252889	0.02080187888	0.02354014599	0.002985074627	0	0.01002049647	0	0	0	0.01442859485	0	0.01283226398	0.009223807866	0.0129576306	0	0.00646784046	0	0.007929104478	0.00505220613	0	0.01579996932	0.01015131201	0.009698465879	0.01345668629	0.008529458221	0.009385894342	0	0.00591169407	0	0.002161100196	0.001955034213	0.003308823529	0	0.002500568311	0.003403797922	0.01367392938	0.004385128694	0.0054760643	0.01033091203	0.008067226891	0.007943782463	0.01217960371	0.007162877608	0.009619238477	0.01378495471	0.004173072699	0.01350461133	0.007265968233	0.006539235412	0.004035357417	0.00755033557	0.001383125864	0	0.01482227659	0.01151603499	0.008167508168	0.003968253968	0.003314598645	0.005223998734	0.004695717506	0.003566796368	0.005964979796	0.006498916847	0.003087100331	0.006836108677	0.005326231691	0.003739715782	0.003786369071	0.005856760375	0.005853139411	0.002345058626
oxygenic_photoautotrophy	0	0	0	0	0	0	0	0	0	0	0	0	0.000528262018	0	0	0	0	0.0004166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001088308458	0.000842034355	0.0003743215422	0	0	0	0.0001682085786	0	0.001474926254	0	0.000554221319	0	0	0	0	0	0	0.003045503404	0	0	0	0	0	0	0	0.0003114294612	0	0	0	0	0.0001689760054	0	0	0	0	0	0	0	0	0.0001587301587	0.001008790892	0	0	0.000486381323	0.0001924187031	0	0	0	0	0	0	0	0	0
photoautotrophy	0	0	0.004179538434	0.005043341214	0	0	0	0	0	0.003431570448	0.01328344247	0.00879814077	0.000528262018	0	0	0	0	0.0004166666667	0	0.008483252889	0.02080187888	0.02354014599	0.002985074627	0	0.01002049647	0	0	0	0.01442859485	0	0.01283226398	0.009223807866	0.0129576306	0	0.00646784046	0	0.009017412935	0.005894240485	0.0003743215422	0.01579996932	0.01015131201	0.009698465879	0.01362489487	0.008529458221	0.0108608206	0	0.006465915389	0	0.002161100196	0.001955034213	0.003308823529	0	0.002500568311	0.006449301326	0.01367392938	0.004385128694	0.0054760643	0.01033091203	0.008067226891	0.007943782463	0.01217960371	0.007474307069	0.009619238477	0.01378495471	0.004173072699	0.01350461133	0.007434944238	0.006539235412	0.004035357417	0.00755033557	0.001383125864	0	0.01482227659	0.01151603499	0.008167508168	0.004126984127	0.004323389537	0.005223998734	0.004695717506	0.004053177691	0.006157398499	0.006498916847	0.003087100331	0.006836108677	0.005326231691	0.003739715782	0.003786369071	0.005856760375	0.005853139411	0.002345058626
aerobic_anoxygenic_phototrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	0	0	0.005088133745	0.005043341214	0	0	0	0	0.0003386960203	0.003431570448	0.01328344247	0.00879814077	0.005018489171	0.003793405311	0.005388194955	0	0	0	0	0.008483252889	0.02080187888	0.02354014599	0.006156716418	0.005113221329	0.01411979048	0	0	0.001509307396	0.01442859485	0	0.0174152154	0.01322659241	0.0129576306	0	0.00646784046	0.002413515688	0.01881218905	0.01734590771	0.01459854015	0.01978831109	0.01991955564	0.02609769	0.03263246426	0.0110567051	0.02225797801	0	0.008498060225	0.003125	0.007858546169	0.007820136852	0.007352941176	0.004264825345	0.01204819277	0.007345037621	0.02133734035	0.012392755	0.01536830949	0.01694915254	0.01714285714	0.01390161931	0.02145064534	0.01463718468	0.01643286573	0.0169358015	0.01054249945	0.01548089592	0.01132139236	0.00871898055	0.004035357417	0.014401566	0.005225142155	0.005218855219	0.02719815801	0.0221574344	0.02138402138	0.01158730159	0.01815823606	0.01614690518	0.02761081893	0.01799610895	0.01981912642	0.01433094484	0.01543550165	0.01384750219	0.01414780293	0.0119670905	0.01813471503	0.01154618474	0.01738205037	0.01055276382
phototrophy	0	0	0.005088133745	0.005043341214	0	0	0	0	0.0003386960203	0.003431570448	0.01328344247	0.00879814077	0.005546751189	0.003793405311	0.005388194955	0	0	0.0004166666667	0	0.008483252889	0.02080187888	0.02354014599	0.006156716418	0.005113221329	0.01411979048	0	0	0.001509307396	0.01442859485	0	0.0174152154	0.01322659241	0.0129576306	0	0.00646784046	0.002413515688	0.01990049751	0.01818794207	0.01497286169	0.01978831109	0.01991955564	0.02609769	0.03280067283	0.0110567051	0.02373290426	0	0.009052281544	0.003125	0.007858546169	0.007820136852	0.007352941176	0.004264825345	0.01204819277	0.01039054102	0.02133734035	0.012392755	0.01536830949	0.01694915254	0.01714285714	0.01390161931	0.02145064534	0.01494861414	0.01643286573	0.0169358015	0.01054249945	0.01548089592	0.01149036837	0.00871898055	0.004035357417	0.014401566	0.005225142155	0.005218855219	0.02719815801	0.0221574344	0.02138402138	0.01174603175	0.01916702695	0.01614690518	0.02761081893	0.01848249027	0.02001154512	0.01433094484	0.01543550165	0.01384750219	0.01414780293	0.0119670905	0.01813471503	0.01154618474	0.01738205037	0.01055276382
plastic_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ureolysis	0.0268074736	0.02314711774	0.02071597311	0.008825847124	0.005432814198	0.01036178433	0	0.01060152109	0.01439458086	0.004238998789	0.008044901777	0.01875830013	0	0.009629413481	0	0.004729148753	0.005990893841	0.009166666667	0.01849380362	0.002486470674	0.008220097299	0.01277372263	0.01436567164	0	0.02163516283	0.02837706511	0	0.02515512326	0.006230529595	0.02386790911	0.01863733578	0.003306648103	0.009049773756	0	0.00826446281	0.0136765889	0.008550995025	0	0	0.001994170885	0.009193641065	0.004937400811	0	0.00252724688	0.004290694556	0.04102207544	0.04285978201	0.03245192308	0.03438113949	0.0303030303	0.03639705882	0.01096669374	0.0140941123	0.01594410606	0.005108940646	0.004766444233	0.008125772832	0.01646489104	0.01495798319	0.01329055912	0.008907471369	0.02071005917	0.008416833667	0.009649468295	0.01910828025	0.01465744401	0.03109158499	0.01358148893	0.01748654881	0.01020693512	0.02551098817	0.01616161616	0.008202619082	0.02172011662	0.003861003861	0.01222222222	0.02680501513	0.01044799747	0.01972201352	0.01945525292	0.004618048874	0.02082986169	0.02491730981	0.008063102542	0.02629826897	0.02543006731	0.02510960542	0.03564257028	0.02092940759	0.03232830821
reductive_acetogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chemoheterotrophy	0.2469536962	0.2049855331	0.1666363802	0.1205673759	0.1106483158	0.1078328065	0.1177149452	0.1933625259	0.117188823	0.1049656843	0.1975678204	0.1839309429	0.1838351823	0.1759556463	0.24761205	0.2125967326	0.2765396597	0.1966666667	0.2139180172	0.1567939155	0.1229659453	0.1976277372	0.3208955224	0.3064280497	0.2309268959	0.2678328474	0.2504378284	0.2071105148	0.2159370389	0.2156285761	0.2453406661	0.1900452489	0.2237762238	0.168250616	0.2112827884	0.2133950121	0.2411380597	0.2579993264	0.2736290474	0.1791685841	0.2702547405	0.2098395345	0.1978132885	0.1957036803	0.2170823277	0.2810707457	0.2429336782	0.2997596154	0.2730844794	0.2782013685	0.2511029412	0.2073517465	0.2480109116	0.2058402006	0.2862509391	0.3105815062	0.2897014662	0.3242937853	0.3210084034	0.3376107547	0.3024904563	0.3209280598	0.3038076152	0.2959826703	0.2833296727	0.2819499341	0.2892869213	0.3187458082	0.2697924673	0.2386744966	0.2801598279	0.3154882155	0.2922722694	0.3253644315	0.337986338	0.3298412698	0.317336792	0.3275288903	0.324567994	0.3203631647	0.3257648643	0.2784535911	0.2683572216	0.2878177038	0.2861185087	0.2485041137	0.308489438	0.2642235609	0.2495565803	0.2956448911
