,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
K23,-9.71366547744077,-9.94724398327309,-8.90994089572336,-6.35054846707048,-6.48444467605205,-5.52535512340969,-5.15520580505104,-6.90001048854466,-5.83651268277065,-8.05381335921922,-10.1642631421644,-8.70170187691775,-10.8006644898043,-10.8558253519082,-11.0626747800477,-10.756334606432,-10.5303227765997,-9.71961658161013,-9.66940992118286,-7.83972561614077,-10.1201052998529,-10.2909337929125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K24,-8.31002235489817,-8.46445588943731,-7.81142727520915,-5.21264732301524,-6.24580670933789,-5.88195262236563,-4.97493530117198,-7.60432666046582,-5.22362747596228,-5.99990996398249,-7.49862131386679,-6.76944835076866,-7.07010494556402,-7.45397234468588,-6.8851811521427,-8.27971188312432,-8.57028527192249,-7.08954817280613,-8.85995284055192,-8.928075787252,-8.43942540100566,-8.88537853520307,-10.2131936162424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K25,-8.69053321900217,-8.93794159071951,-7.9213462763945,-6.57764586016094,-6.58232888747788,-6.09863595622817,-5.17042970907081,-7.42285863989837,-6.04709169346638,-7.14995390643143,-9.31814487045178,-7.94155903680195,-9.99098958364753,-9.29914372748311,-9.95344105945646,-9.2917532550616,-9.53433965801457,-9.04127782620024,-9.14961507866939,-7.71662421547899,-8.26197575683422,-9.9788528669592,-10.8913951495333,-8.59075426365593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K26,-8.08735948961242,-8.19300065358883,-7.26202926421815,-4.97064804143807,-5.40291201882602,-4.3965303111423,-4.25316311441661,-6.11188345341123,-4.96995280205578,-5.65555114504401,-8.00191794803051,-7.00923701315023,-8.42796858473753,-9.01965550675489,-8.54554086970064,-9.84240465524464,-8.56907333161939,-7.95693513633666,-8.59785622531334,-7.65507554137404,-8.65685208736601,-10.1012262237051,-10.0579521448216,-8.71985820093139,-9.61630186928972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K27,-8.00725596320286,-8.39864854335756,-7.55834438498741,-6.22448492358684,-6.50982150864474,-5.31323253560827,-4.98984093412923,-7.07234617883483,-5.40489927584091,-6.96567325642295,-8.90229927897706,-7.84689906910319,-9.44218312794581,-8.93327207997708,-9.07939519902083,-9.25144327873212,-9.18001052335772,-7.7085995593897,-9.52555368144845,-7.68034758656889,-9.00266090207797,-9.71667280462019,-9.53155258088088,-7.93859362627108,-9.59055844225852,-9.56270813678884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K28,-9.89047282760661,-10.6508023133366,-8.70649980004625,-7.05456123005078,-7.79654576586557,-6.89867175579428,-6.18166144070999,-8.30661703588055,-6.59574218902291,-8.15156271289031,-10.2121147194459,-8.54044340981233,-9.53232663238006,-10.2963613452589,-10.6636448289788,-10.1293058696772,-10.4494750392531,-9.32867225456092,-10.1087573760533,-8.73326457195911,-9.99944683715682,-10.4138468355419,-10.3266807515927,-9.13152595518094,-9.89629923368365,-9.69509791354839,-9.08836917838128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,-9.93886738381744,-10.8205160853145,-8.75447719786723,-7.04675456771588,-7.776887957796,-7.03725802343773,-5.71632712582995,-8.51750786062016,-6.25721812698138,-7.38954278795253,-9.72491437749258,-7.87607640664867,-9.99012600797522,-10.7172046434971,-11.3317932078704,-10.1571280406029,-9.87398781096642,-9.11089305664919,-9.99381907393677,-9.43978425610969,-9.40447175209241,-10.5690276222854,-11.1449823408901,-8.95939622365929,-10.9655198607692,-9.74964856181449,-10.5177618233776,-9.69030170025386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K30,-9.24654877972365,-10.164020860315,-8.17884868890534,-6.7280759540446,-7.22831578597155,-6.47703879672609,-5.95697391715619,-8.07795969176089,-6.58624554095287,-7.31362374755374,-10.3224415375682,-7.60543405084705,-10.111203455742,-9.96397204470188,-10.8630696675264,-9.81188885382002,-9.71928587867393,-9.2690118120407,-9.59761287189448,-8.62029686119647,-8.81539982277747,-9.97401615398672,-9.67219201930375,-8.46071389984489,-9.98655731826071,-9.37529189526859,-9.68736372628722,-8.93142084849119,-8.07578764208271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K31,-9.44791315305307,-9.71125394961196,-8.51310887132299,-6.76008756609554,-7.2267989109916,-6.91613643882397,-6.14807649987931,-7.71963838180595,-6.70984248802686,-7.10652789401512,-9.631596987144,-8.12001291062902,-9.6644511408896,-10.1925534789535,-10.7751405243262,-10.1832611229249,-9.83262055436239,-9.80724440465015,-9.20378207214063,-8.0884641326092,-8.75262629311905,-9.51164446316105,-9.70980681598987,-7.94736106454027,-10.0188617098813,-9.34481725806628,-8.82058922645605,-8.96731539275119,-9.41010406513618,-8.11075530040962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K32,-9.17723214630535,-10.1056860972941,-8.47284450436072,-6.86472950333914,-7.5825893870449,-6.7644870564975,-6.28405962660139,-8.6369077066798,-6.70905056559609,-7.28013178456957,-10.3613244860837,-9.02250485748527,-8.9193811943395,-9.91322475394109,-10.481112586231,-10.0857015258083,-9.90826543175355,-9.76800016987953,-9.09038490092309,-7.47680926723538,-8.71463321500631,-9.48400721275934,-9.73252380125333,-8.17253696305867,-9.94529356756586,-8.86713022975002,-9.13288594537422,-9.50461585296126,-8.8387458242279,-8.45300337941719,-8.08406836965976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K33,-9.43131203829693,-9.471580163561,-8.37948709936609,-6.9273614562316,-7.21765513898613,-6.54051398714572,-6.03441998228027,-7.73304149176138,-6.70117535539287,-7.80852945594119,-9.19247241228789,-8.4739613609508,-10.2459990069841,-10.6656892158388,-10.8486357325198,-10.1140555068335,-10.2079259967836,-9.23620174545447,-9.64942572448387,-8.68207358219287,-9.17987768414854,-9.60411085296838,-9.56737564965065,-7.9250839956695,-10.0717589636333,-9.60000906214874,-10.3430344770105,-7.85356416562504,-8.95458929163943,-8.86324358422578,-8.65668429530434,-8.78867691383081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K34,-7.5858210951414,-8.33677801262526,-6.96941293174028,-6.24891639792427,-6.63064080487646,-6.31437370535875,-5.7322578243628,-7.30373863061947,-5.68724635448378,-7.2477619397884,-8.82256195439703,-7.3549818005828,-7.7243892522699,-8.6615713612941,-8.39688643575477,-9.19219247728617,-10.0151579538401,-9.11447373499339,-9.15898354682873,-8.67175615164434,-9.77776488228784,-9.27440494712096,-9.75851467242061,-7.59210711489371,-8.11662044919035,-7.43785886652446,-7.21624823900503,-9.64989710480077,-9.72368005236056,-8.75340524529118,-9.29868622374116,-9.09061314043085,-8.59623660452636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K35,-9.54378032665374,-10.1218445680583,-8.43297501583135,-6.52956433621945,-7.29367946479113,-6.86012947635499,-6.21081436979862,-8.21637792010473,-6.31704615938481,-8.11759472352283,-11.033369799862,-8.62485523845605,-9.26508126781755,-10.6024831494332,-10.3460799270391,-10.5302183160727,-10.7624677141096,-10.5145903059774,-10.353385894605,-8.40773500759476,-9.85356690765226,-10.6405217617985,-10.6535200577417,-8.67193223781813,-10.1461901048172,-9.09690657103244,-9.41476720527021,-10.4344277133425,-10.7537777665182,-9.34723714549092,-9.31273371719057,-10.0023761984332,-9.66520561148849,-8.89621760374989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K36,-9.50566915087466,-9.46952280801622,-8.5757354360605,-6.68893496655134,-7.43845941760308,-6.69638962437152,-5.96018328893015,-8.40161825482119,-6.39810184722539,-7.98697738763946,-9.75767519244909,-7.92202991331056,-8.64053076947274,-9.46684588583043,-9.02127617941592,-9.79381090797915,-10.2206455161989,-9.89909153849172,-10.1866008890077,-8.07737524018268,-9.39919787178942,-9.65054142156544,-10.7822633819479,-8.06365067114487,-9.6330600701992,-7.55838613489182,-9.02123030293368,-9.88591148324272,-10.4014953057846,-9.07685863783211,-9.50270350086431,-9.62783655294341,-9.9597318569009,-9.0813234690143,-9.37796012639704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K37,-9.48493006631661,-9.85027112954107,-8.63394160458783,-6.5863549232871,-7.16096395886795,-6.73793804174122,-6.20772087711578,-8.29154735303061,-6.35805756528709,-7.99386815113899,-10.3963166437131,-8.98146217908306,-9.49123715671761,-9.749734855118,-10.1889315460663,-9.76060833225204,-10.2657570361637,-10.0747500316667,-10.1846437097338,-9.2866863674685,-9.29815979754209,-10.4055223738048,-11.2820654819177,-8.46777433528873,-10.8391976779414,-9.6809795404215,-9.63772968787982,-10.3185428892534,-11.047341161494,-9.55756630530611,-9.58168351896286,-9.52166662311716,-9.4550263149301,-9.28002244977764,-10.296230131799,-9.65180592182444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
