,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
M22,-5.99053427741657,-7.23675552951324,-5.30723427853196,-4.15814441357031,-4.20090320810439,-4.31272956782572,-4.27139249371259,-4.79230193507697,-4.06278501775459,-7.3291448410973,-10.2560215889581,-6.25635361362662,-7.74586705393941,-9.79175759815448,-10.6492903798211,-7.17301845478036,-7.23779665624412,-7.79639042955099,-6.98832470455147,-5.19306608549913,-5.92404563657766,-7.54764868269271,-8.44335086521078,-5.94498280575401,-7.36458014494343,-8.19536563696283,-6.00131414758564,-7.51801901084707,-7.83558412612618,-8.7037814717302,-8.46112272171282,-9.9389735694964,-9.30798016457637,-6.45937382506296,-8.17637871059713,-7.29695920304818,-8.24538761764175,-7.99072368985956,-8.0674971260471,-8.18752559707324,-8.89120943433081,-7.62319499246685,-7.19929000012976,-6.93104568150849,-7.60710575359625,-3.7516426923106,-6.69472432260678,-5.37310770504531,-6.72215853301004,-5.25643235237701,-6.32501370822017,-9.99867833507318,-9.58310128058129,-10.1404854266414,-11.9292033101197,-12.036967143422,-12.4870000395031,-11.7706529856088,-10.7950837595818,-11.0586540906621,-12.5357339169252,-12.582514597188,-12.2221409997344,-7.88066150299041,-10.5406031355089,-9.11562956621291,-9.98739432373656,-10.2669748269479,-9.56342787292081,-11.5718499439105,-11.0621897071025,-11.4256821257798,-11.7333197086574,-10.6052665702851,-9.3697191553768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M23,-6.46680581797995,-7.90632114104297,-5.12552479196995,-4.51080016924791,-4.14302514222269,-3.93045087234375,-4.17367984350101,-4.80007807900443,-3.88056563605009,-7.06408673601792,-10.120623311975,-6.21877031583162,-8.20214818466966,-9.38513418987892,-10.6398190032386,-7.96122183161707,-7.83617022766992,-8.13813540438178,-7.23866009135606,-5.6816349020011,-6.49480455634286,-8.16316690772764,-8.86234053651154,-5.30216354159687,-7.94635466339666,-7.89689764238422,-6.72923785796403,-7.64029829315451,-8.34949082596547,-8.17047669325187,-8.70347527626839,-9.37501139912921,-9.35343636169912,-5.87831124870017,-7.97715447474028,-7.07273685623716,-8.26823286951483,-8.34716156602744,-8.20972168500752,-8.83141051592425,-8.79462942864738,-8.63206561656909,-6.80614795082037,-7.54877456419338,-8.64922310363215,-3.53281761474991,-7.0537654825797,-4.93050122178716,-5.97755202759872,-5.37746718795543,-5.68378155756838,-9.30593448802098,-8.69207421242646,-9.91648668643227,-10.9630741044549,-11.7298416210242,-12.196623582382,-10.6895789403314,-10.1478443384825,-10.511832572521,-11.6167575206678,-11.5426985828603,-11.5108344561713,-7.14380375446075,-9.6001225968698,-8.64262773520083,-9.539632718457,-8.3761818173596,-8.91748202895095,-11.5344905107716,-11.0433079475444,-10.0045059190972,-11.1994539518155,-10.6112781088687,-10.4000718969314,-11.050695049952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M24,-4.09310755378328,-5.83957485742259,-3.61769219521311,-3.3285198786417,-3.16673605594133,-3.04926954726219,-3.39750030590504,-3.2499641504984,-3.27253525942803,-6.84069143225673,-9.21007867271365,-5.10017724223929,-6.85313446760266,-9.07843145682376,-9.5765669356978,-6.29266492122075,-5.84954814615121,-6.63628066291322,-5.09510198654319,-3.87011295668707,-4.78056085921177,-6.20781461621762,-6.92333660804684,-4.40946632416003,-6.60548456131583,-6.94630467289731,-5.40002578511616,-6.12224973374873,-6.38914777273118,-6.98661141189126,-7.27618020839333,-8.21750586570585,-8.27755758078916,-5.2239590684035,-6.80639998307387,-5.48179537007602,-7.06849186253677,-6.37471728309561,-6.82204860777482,-7.27160787764856,-7.50658657999749,-7.46194799433771,-6.78333995754616,-6.27056403349015,-6.96020573263545,-2.24049810862948,-5.87919288833283,-4.18566829289005,-5.49992290728469,-4.13524569987112,-5.26549170911853,-8.36585342824195,-7.68594493938974,-8.79772090212512,-11.710612897572,-10.5902629133031,-11.4748230476452,-11.4828784147729,-11.1246753468982,-11.0578005294708,-12.178792397528,-11.8276042055172,-12.5901926785679,-7.61026540950327,-10.3534165049169,-9.22722917753895,-9.96831697281876,-9.43639193595511,-9.15881357678737,-12.1610839074527,-10.5689383091059,-11.2379794408045,-11.3830278456714,-10.9699000009184,-9.96513070847047,-10.8049849759097,-10.1217443317217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M25,-7.26283032499069,-9.47421062326926,-6.2799624585636,-5.34968141259037,-4.98479594376995,-4.87277496442142,-5.13151804299929,-5.74742921744419,-5.40065982646823,-7.75266331388936,-9.68012906605092,-7.64374140597525,-9.68665321844338,-10.0664106626993,-10.9678308419253,-8.42891868890116,-8.53881191180885,-9.27090074390232,-8.65989339426574,-6.45721171740786,-7.33042915649847,-9.17089924862272,-10.145461851131,-5.98714802872011,-9.36303712172313,-9.48388935848886,-7.26565880498746,-8.79322163887544,-9.45878419206165,-8.46753611521644,-9.10522378921308,-9.36922888177099,-9.10836183165444,-7.27275974529178,-8.28621965706899,-8.46488179399595,-9.90185092530957,-9.28367719322265,-8.43868975570646,-10.2331381983578,-10.5407108943509,-10.3978362078821,-7.81701532725964,-8.40953250104489,-9.79817078519678,-6.04346898268825,-8.67453434854575,-7.47410128627513,-8.87237009371244,-8.61299070049608,-7.97405154591664,-10.7235285347448,-10.5609999468416,-10.796505261289,-11.2756135566504,-11.5264813380003,-10.8583723523375,-11.4564966092448,-10.1340156055909,-11.0575805701154,-11.7658143843501,-10.8581828062174,-11.3991674633421,-8.60003277353201,-10.7518924341547,-9.64640260011271,-9.63249002320069,-7.88633831793326,-9.91227730996956,-11.7972243190627,-9.48808177042076,-10.3449777328608,-12.7226747578756,-11.4717243042247,-10.5114551770858,-11.2649698768259,-12.1024166668602,-10.8825047158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M26,-1.81188571878961,-3.08574646845826,-1.55913695059607,-2.08428002132797,-1.75775620246445,-1.57471066790854,-2.31537352338031,-1.26800375766872,-1.62181683653951,-5.79635900895499,-7.53092797342054,-2.44652622839633,-3.02541885325122,-6.59353292011202,-7.68537228282506,-3.47134280685419,-3.08424250935223,-4.58318422575378,-2.81268140098009,-1.69622473221219,-2.14596689665902,-3.0719756266295,-3.58204112491615,-2.40949549833895,-3.59404787864648,-4.87328395346343,-2.35176934166153,-3.29432671066051,-3.54895897158457,-6.37542890059706,-3.97101096701215,-7.12635211067403,-6.90443793332587,-2.08365952202937,-4.39777813615755,-2.70759824213289,-3.25851056113984,-2.56383638241617,-4.21378871131008,-3.65005865511989,-3.83948324527446,-3.15112430255988,-4.08141757508622,-3.41456488191052,-3.7500993148454,0.124919455749193,-2.73518457971898,-2.1969415688398,-3.42017540246238,-1.32940012487437,-3.58674692062302,-6.51407610257967,-5.962301247686,-6.97095574279642,-9.12271358002357,-8.36348494931909,-10.4309940544783,-11.7181873924462,-9.75567469863582,-10.4593248994449,-11.0826239639652,-10.1277560423463,-9.73842098710367,-6.58636812054145,-8.88607448583093,-7.66445459838465,-8.44723292499606,-7.71180385022536,-7.11200986042855,-9.68050103691736,-11.6798809621088,-9.20445146747658,-10.525271269004,-10.2379457081684,-7.88921963557257,-9.09230183076987,-10.1083486037062,-9.2053364348062,-7.40718099081229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M27,-5.22374527051209,-6.50154043181266,-4.17216535480411,-3.90933258204622,-3.79315727300823,-3.32627068194548,-4.00136669559056,-3.71612871744604,-3.53901907970122,-7.37742610331763,-9.84427899558199,-5.2712683041745,-7.10660072361188,-9.09764299014338,-10.0339661169644,-6.86256687516313,-6.33206935194273,-7.65050882282993,-5.72123568476053,-4.2078733616699,-5.29578364519037,-6.48595065786888,-7.05267861559064,-4.739631370113,-6.63771987877748,-7.09558352023466,-5.52104108119866,-6.18524761564862,-6.796301487059,-7.95170720483661,-6.60822907352536,-8.79557288494223,-8.86032040660574,-4.51161573280051,-6.65756056543783,-5.79454870137709,-6.19562832362869,-6.12537853047434,-6.52474176354101,-6.78939349705391,-6.95581943873505,-6.25112741661898,-5.55161259814768,-5.91116244506911,-6.68659072724604,-2.73802793039848,-5.40383580383683,-4.31906090001195,-5.59520173113243,-3.99993411767399,-5.37922248018576,-8.98707783858028,-8.59123988280401,-9.26651935667254,-11.4944617393804,-10.412932200698,-11.9598522784245,-11.7228041180255,-10.7830000471964,-11.1834330462846,-11.9479830788753,-11.9396976666802,-11.8193867623607,-7.93356397180809,-9.84134521437926,-8.89454411283619,-9.23011875394769,-8.84681322577491,-8.6824793837102,-10.8494480957185,-11.7120399101282,-10.533175630207,-12.1011897556782,-10.6034949355095,-9.09047666816231,-11.0317239888015,-10.5939820602935,-10.9073158669494,-9.14680800713311,-9.84935822455971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M28,-1.66373477255307,-2.85308371721865,-0.697079170093707,-1.38943483122161,-1.10191534382645,-1.020148835304,-1.51572651551662,-0.456272727913413,-1.05482521705861,-5.75434101923693,-8.19315250879459,-3.77789434051143,-3.7223138999734,-7.33125112687458,-8.21266410412928,-4.09034570703143,-3.83264184337332,-4.72362621510056,-3.65614441439304,-1.20598486720846,-1.97076682886608,-4.08954439201402,-4.55242838738343,-2.4986703721919,-4.19227339624518,-5.74754262669432,-3.54006832521965,-3.61101309255662,-4.08655451146652,-7.22383854776413,-3.99924149435703,-7.60483795534891,-7.75026132171635,-2.01276967806593,-4.67336200806952,-2.43465572262281,-3.85166306476001,-2.23421807221482,-3.93213845856992,-3.40528138094156,-3.40563027378538,-3.10777348363267,-4.12579282613963,-2.88088392646227,-3.81573995270282,-3.10540429773216,-4.7521186833051,-5.2351622602791,-5.90954907895624,-3.40928837452012,-5.79763349503283,-6.67202258139891,-6.76759938539986,-6.98907908455354,-8.64714902666716,-8.3719014337062,-9.55388433877141,-9.46933357172509,-8.98599824481693,-8.39960095813439,-9.48297500972034,-9.88780954596911,-9.19537938749403,-7.13995206019906,-9.87076227284513,-8.25795483260172,-8.9296746845943,-8.48374455488627,-7.83511429695801,-9.35473064951779,-10.4806462322514,-9.57889527751784,-11.4687946789556,-10.7371875235023,-8.52875434865357,-10.0382667288398,-8.8840135149927,-9.78230374932944,-8.51305317551689,-9.36909891635357,-10.121604987922,NA,NA,NA,NA,NA,NA,NA,NA,NA
M29,-3.42032389742684,-6.92893022958292,-2.87830526823384,-2.83506710969575,-2.2804884973075,-2.32197342440471,-2.44498731202656,-1.74878895027574,-3.04405634459174,-6.84086615654037,-9.10081355148056,-6.99728770479387,-8.01189993133823,-9.05002520544915,-9.61920010609388,-7.37372117274633,-7.11013363031311,-7.5940209116964,-6.48580928872362,-2.85271486161477,-4.2169473920922,-7.31812553014855,-8.32687288648119,-2.64274401732931,-7.94364842665487,-7.30880844451887,-6.83625735287951,-7.13882751416732,-6.87740078340492,-7.53645987617892,-7.03317765109304,-8.00153689689111,-8.2850001141425,-4.88116941293126,-6.39386897705415,-6.11334878835876,-7.31357010662321,-5.40950678612292,-4.76303462251916,-7.32937262614596,-7.59990872890265,-7.97638713685645,-6.24685251070002,-5.44228905110284,-6.37569317546304,-8.04150440684464,-9.83390745800028,-8.09247850282439,-9.08109827860044,-8.31629958715022,-8.74051240844501,-9.06050566906614,-9.56293866770817,-9.5415871530907,-8.65352827520899,-9.08177685279126,-8.94450410450227,-8.15082532823929,-8.05004495004529,-7.7149857266366,-9.38707449446518,-8.71968686073461,-8.68067505111441,-7.95194169782593,-11.0242571150419,-8.42332231465534,-9.05082336512765,-8.44756608988199,-9.88904957115349,-10.6032658115176,-8.10679110635547,-9.45458515398035,-10.6290580122878,-11.1834430600785,-9.40044587990422,-9.9783388534212,-9.89984694177395,-10.5156428398052,-10.2628249287007,-8.1597035480106,-9.0952001172335,-6.91904488257337,NA,NA,NA,NA,NA,NA,NA,NA
M30,-1.54099906405476,-3.30446859810456,-0.813012513551651,-0.764814163628032,0.147464561159114,-0.861032273220216,-0.924709550738009,0.202282802572392,-1.1364242772531,-5.80170941321598,-7.77881912674543,-4.03328038557672,-4.4159824676098,-7.20096627905712,-7.79073861620252,-3.90740367499844,-3.985589701109,-5.08486241199483,-3.59977741436365,-1.31432392708182,-1.69717966966639,-3.92074698516152,-5.08569851488278,-2.31585102512948,-4.21073790381779,-5.39994897016016,-2.56172968864034,-4.88089011431937,-4.8888671359553,-6.9330792784869,-4.95871509821565,-7.49198967841907,-6.98046748865008,-2.26312135711018,-4.44462676051295,-2.75878811164911,-3.91770680424076,-2.97134074423657,-2.93571610922512,-4.1270333981532,-3.90035679851924,-3.53175166792496,-4.28865676205387,-2.70865444547911,-4.08558988722003,-4.64148274877451,-5.90097889589384,-6.16822655434889,-6.49353144135515,-4.65877191875845,-6.28443950625263,-6.70832754962711,-6.18773545574929,-7.39512530381219,-8.67468714111387,-8.94919478943692,-8.9317473005679,-8.59170231517488,-8.02537963747592,-7.70763972308099,-8.8244368288729,-9.40526818061032,-8.99644040334153,-7.14490592937094,-9.45138598366784,-8.82943062256606,-10.2469873187323,-9.65055295487638,-8.80643083809627,-9.20871220910722,-8.75993061471995,-11.2800070424584,-10.2267655962218,-10.7140666035185,-9.65529781305863,-10.5399146567989,-8.73882572945612,-10.5412823464255,-8.75034166683237,-8.28398680941727,-9.17337204886402,-8.15638812471458,-8.51991182190695,NA,NA,NA,NA,NA,NA,NA
M31,-2.4001605559898,-4.17413422224599,-1.46516066727153,-0.939121648415053,-0.616930617390888,-1.21152303233332,-1.03758073793031,-0.564993208412136,-1.47757159385016,-5.17468280933948,-7.69544468592042,-4.68015315175186,-5.27984375726238,-7.33793268811865,-8.29907434783336,-5.10835793799563,-4.90491331695875,-5.8293346200773,-5.03912722585655,-2.22710260559976,-2.78279668354645,-5.39916380246423,-6.77655886157183,-3.16781560646886,-5.58873456514227,-6.73325999277596,-4.40430000335147,-5.62458584617591,-5.49553828914369,-7.42609587136875,-6.11431623639417,-7.49858912097142,-7.49866968465141,-3.41293749518069,-5.15497527746844,-3.80808337530978,-5.65481121330683,-4.65953852506155,-4.93536144724646,-5.57391748184819,-5.58700837816669,-5.28323654397367,-5.09257555836545,-4.19865878171512,-5.5835483680183,-5.5721323195624,-7.68552599649488,-6.30189941694295,-6.79453533966958,-5.58075259894245,-6.53795570271721,-6.65812034583232,-6.61783468504051,-7.71458918337987,-8.68396313539846,-9.11122191294606,-9.49877439766397,-9.11857496693943,-7.99415506602827,-8.13131774581232,-9.70938168576369,-9.48492609905765,-9.26211841560783,-7.88754799006975,-10.9486868257589,-8.10561017622754,-10.2778159106363,-9.77898101668322,-8.86215553280937,-9.92459274214777,-9.93224160095305,-11.0217365541426,-11.1539067881963,-10.7097943299095,-9.81565591622254,-10.7012576678165,-9.86957946091599,-10.9590694123842,-10.1326614129757,-9.32704111915714,-9.63617550501582,-9.20378605712719,-9.61185611200536,-11.4226090580378,NA,NA,NA,NA,NA,NA
M32,-3.89090935309018,-6.83898697348039,-3.07517863444356,-2.20923883619157,-1.62661175998655,-2.32132731702105,-1.92784334327388,-1.8403941818775,-2.6932690413566,-6.07683677374094,-8.37503252119378,-7.0847808525178,-8.28407121990244,-9.0129603263075,-9.7158192895193,-7.4054148080402,-7.40831460750154,-7.45080241073345,-7.67779625629626,-3.5446702163087,-4.80591905775568,-8.4035425928,-9.6836663243783,-3.86903631524785,-8.6920613736267,-8.35355337502512,-7.71587839116175,-7.92660851804851,-7.40985339048539,-7.72354721909134,-8.00578650098482,-8.33658401904817,-8.97033027572565,-5.56322684031644,-6.76834053014896,-6.34573182819187,-7.74717723671377,-6.54369453726347,-6.04635710754488,-8.08280687283407,-8.08485164862797,-8.70914839351323,-6.54382058286652,-6.09357342717044,-6.88164873828773,-8.21412105865914,-10.1605592015817,-8.66159065427813,-9.82113337120221,-9.43065689081379,-9.60822239276319,-8.56937011893679,-8.34592167144004,-9.35960956533614,-8.80405015778988,-9.40391698356509,-8.82593687311497,-8.10597606229328,-7.22907611317377,-7.92633329647893,-9.21446640916424,-7.90526925147106,-8.84731616942167,-8.57651177410149,-10.6945744314431,-8.19817532107214,-9.88427403861123,-8.41071987528233,-9.60656535491156,-10.512482756084,-7.68058768534293,-9.60693343840769,-10.5353461869051,-11.0538475288683,-10.0372136255657,-10.4872388108925,-10.053021417422,-9.81373803157073,-10.79768616615,-8.27364428356728,-8.8876702838427,-8.15509652457384,-10.6603805820331,-9.36354043096626,-9.24814201601603,NA,NA,NA,NA,NA
M33,-3.05718678024131,-5.75220638895642,-2.55425847148377,-2.78710141621722,-2.29769746082215,-2.14042844639749,-2.21990786078904,-1.6933738347772,-2.34867334648557,-6.86052709806324,-9.1444188651158,-6.05780028401511,-7.38538522033103,-9.01964417015436,-9.48554245125305,-6.78561481779206,-6.03166044115072,-7.02394673470203,-5.92197196215012,-2.3546060770944,-3.72597603944618,-6.8102369881857,-7.75258898741205,-2.37906234096167,-7.12951566595931,-6.74722702573294,-5.70189838336083,-6.30681897896229,-6.23049952831512,-7.93753801406316,-6.77816184020129,-8.52118749351084,-8.97379575412676,-4.16853495326345,-6.33415579742663,-5.1522676605706,-5.99660818157928,-5.15079624967619,-5.22767982278935,-6.79038193351861,-7.06504446375668,-6.72339810448939,-5.71729414602605,-5.19492422111829,-6.11928604138117,-6.32723467180069,-8.1363335132214,-7.00883011738579,-8.43873580718249,-6.6577100156934,-7.6763366382469,-9.36320022532449,-8.69882311274817,-9.62361420979041,-9.26977164857327,-10.0595454765955,-10.3575093895637,-9.63859515271755,-8.90059100283979,-8.4293747199768,-10.2323217054202,-10.0729178672029,-9.57494975186222,-8.63410699726767,-12.1642467812426,-9.11384414198734,-10.5167259354709,-10.1037183386888,-9.91603278259316,-10.2194027942799,-11.5209440270189,-10.944964233295,-11.1130289304085,-11.6175214686047,-10.5499462496504,-11.3754425460699,-10.7750494311299,-10.7686049979046,-10.6755148969053,-10.1393548530787,-10.5470966325934,-11.5415203988287,-11.1464499200047,-10.2186208552276,-9.59710748209899,-10.2144364015355,NA,NA,NA,NA
M34,-3.51950689410039,-5.27568430003868,-2.65359951755261,-2.54536976567905,-2.3770025693114,-2.65096801092978,-2.65128728869118,-2.09027980502281,-2.63325411980116,-6.79598019229384,-9.48066860587332,-5.4311874691439,-6.0940388368773,-8.76834784929893,-9.14029043563291,-5.88425845224475,-5.70800072927514,-6.77520861413722,-5.32329136105795,-3.15003177645915,-3.42778844639339,-5.73025823063952,-6.78792738827068,-3.88620546270319,-5.93277890121101,-7.32759553273678,-4.51003480186989,-6.18141296809086,-6.44665673416343,-7.62550287574871,-6.94799325129049,-8.31959062053592,-8.28667575366078,-4.64786182048637,-6.60306309337597,-4.86552466333448,-5.79348944562397,-5.69775614685782,-6.20479724073926,-6.60156526533991,-6.33077254535424,-6.40096021369535,-6.70836022569653,-5.19060917034826,-6.23924594672992,-4.80287427736781,-7.08622353705878,-6.10950868564794,-6.90131819150328,-5.32548374760075,-6.71321960251306,-7.99351518557485,-7.99518791434678,-8.64947425765571,-10.8101608335788,-11.0404816999789,-10.8631693618366,-9.78214655047927,-10.6037002487858,-9.46702487232321,-11.0334763618925,-12.0633550015834,-11.8056879064609,-7.85918476578564,-10.138153773506,-8.57991036139565,-10.2252977667658,-10.1622631683146,-9.06438828365376,-10.6251272381517,-10.1220594264977,-11.4809473792822,-11.4914195118954,-10.9787831311384,-10.471329297184,-11.252070667107,-10.4421375284,-11.9396371638299,-10.1920753419985,-9.79937581763227,-9.79093725753146,-9.04783630956445,-9.63038893991171,-11.1282750599439,-10.8249977338179,-9.33412072164977,-10.4981663146757,NA,NA,NA
M35,-5.1429086265302,-7.40326590409153,-4.22416254888123,-3.69073144427049,-3.47917008633776,-3.62366110903717,-3.71092436091157,-3.325800725968,-3.96446605571903,-7.42331100533741,-9.98681877022747,-6.58591975190006,-7.50251156879575,-8.8439102592956,-10.3327301952245,-7.07828320872625,-6.66106240390202,-7.92644457199379,-7.25530806115176,-4.79383808770553,-5.71079881784181,-7.45001191243875,-8.15978460640358,-5.014469426785,-7.06000032688929,-8.22443832473117,-6.13099874353634,-7.18963611314022,-7.50837294488756,-7.9488366528729,-7.83056972471674,-9.08670604809466,-9.10402922368618,-6.0359979561471,-7.7203483580426,-7.06556450193913,-7.20443569152281,-6.62470968219806,-7.22853917603736,-7.2845948789002,-7.71306223027419,-7.82815187067518,-8.18332692295995,-6.9032804137291,-7.69020435737611,-6.13758843831229,-8.22558247078259,-7.27983385854648,-7.72695598915527,-6.70403575915078,-7.91597949367677,-9.47590283728237,-9.98169256115353,-10.2020679628224,-11.2834942221193,-10.8163915186773,-12.0551245659909,-10.279547096945,-10.2593420543909,-9.27695345354466,-11.9934864917179,-11.6966604743356,-11.3997753572244,-8.46248683577116,-11.1466323371501,-8.92077457537614,-9.96328990446133,-9.64973702494682,-9.27247448023636,-10.9642246968042,-9.81190422227946,-11.1967808287562,-12.175829172415,-12.2033986862875,-10.6060267149906,-10.7882328348585,-10.1467059416102,-11.9910214951741,-10.4365344391806,-10.2150234764975,-10.2807042193326,-9.45992061748997,-10.2863582124868,-10.5229478294114,-9.369767560841,-9.35593039813758,-10.4143362742317,-10.5786349370647,NA,NA
M36,-2.19340618575398,-4.26962639301107,-1.76606825639923,-2.13333793329273,-1.59742976040117,-1.67841544798752,-2.10927520530649,-0.821491825151604,-1.86226484296501,-5.97153151570316,-8.24461338289282,-3.99429782979332,-4.33349039680644,-7.69493031318556,-8.1159455673827,-4.51238031112045,-3.90685106130879,-5.61364408410509,-3.87534296338652,-1.89561283016024,-2.13929177125598,-4.66954940742277,-5.32417041560708,-2.48475908022604,-4.76395219354588,-5.5644961730904,-3.64916476351589,-4.07399169346802,-4.65984180952626,-6.79773556042743,-5.17510067765398,-7.54007803750979,-6.92335827169116,-2.89084029924412,-4.66036582936335,-3.11011866947456,-3.72120028191121,-2.6624509842002,-3.79406992759389,-4.11736354371486,-4.4806060909391,-4.08535468746156,-4.51850996363884,-3.19465299705814,-4.10840781529138,-4.15684730104026,-6.35041900087798,-5.96911900322144,-7.06699013548868,-4.94534072257737,-6.7418313942113,-7.029552624059,-6.53336951645752,-7.64726870911952,-8.75179342532774,-9.10499109864406,-10.4472267476883,-9.67358225821302,-8.61592673875331,-8.8776137432947,-10.6324846224439,-9.87453061437776,-9.70431505812606,-7.68907382538081,-10.6950346669018,-8.19937141086203,-8.8195073286715,-9.09146181490793,-8.27361637266323,-9.51977216703105,-13.0049675043876,-9.78966461760493,-11.5940031301589,-11.3096943456577,-9.09081302500252,-9.57825860427334,-9.83806771000157,-9.74475037928207,-9.05149977659262,-10.8911220485619,-10.4754150527937,-9.9952297256736,-7.61845970022018,-8.11469085907666,-9.74412693795188,-8.69003176377655,-11.7247400208509,-7.36783656979201,-8.22362894007393,NA
